,TITLE,SENTENCE,WORD_COUNT,IS_STOP_COUNT,POS_TAGS,STRUCTURED_POS,LENGTH_CATEGORY,STOP_CATEGORY,POS_CATEGORY
616,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"By using this learner-centered analytic approach, we were able to identify the specific chal-lenges different groups of students faced and understand the prevalence of those problems",26,12,"{'ADP': 3, 'VERB': 5, 'DET': 4, 'NOUN': 8, 'PUNCT': 3, 'ADJ': 4, 'PRON': 1, 'AUX': 1, 'PART': 1, 'CCONJ': 1}","['ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",Long,High,Low
617,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"In the first profile analysis we conducted, we sought to char - acterize students’ source use behaviors when working with a predefined library (Sun et al., 2020)",27,9,"{'ADP': 3, 'DET': 2, 'ADJ': 1, 'NOUN': 7, 'PRON': 2, 'VERB': 6, 'PUNCT': 6, 'SCONJ': 1, 'PROPN': 4, 'NUM': 1}","['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT']",Long,High,Medium
618,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"In the second profile analysis, we studied students’ search and selection of documents in an open online environment (Schoute et al., 2021)",22,7,"{'ADP': 3, 'DET': 2, 'ADJ': 3, 'NOUN': 7, 'PUNCT': 5, 'PRON': 1, 'VERB': 1, 'CCONJ': 1, 'PROPN': 4, 'NUM': 1}","['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT']",Long,High,Low
619,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"As noted, we first conducted a clus- ter analysis based on the quantity and quality (e.g., source credibility, posi- tion on the topic) of the documents students accessed, read, summarized, and cited from a given set of 10 documents (Sun et al., 2020)",43,15,"{'SCONJ': 1, 'VERB': 7, 'PUNCT': 11, 'PRON': 1, 'ADV': 2, 'DET': 5, 'NUM': 3, 'NOUN': 13, 'ADP': 5, 'CCONJ': 2, 'ADJ': 1, 'PROPN': 4}","['SCONJ', 'VERB', 'PUNCT', 'PRON', 'ADV', 'VERB', 'DET', 'NUM', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT']",Long,High,Medium
620,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Disengaged (n = 14): students who accessed few documents and cited the minimum number of readings in their argumentative essays; 2,21,7,"{'PROPN': 1, 'PUNCT': 3, 'CCONJ': 2, 'SYM': 1, 'NUM': 2, 'NOUN': 5, 'PRON': 2, 'VERB': 2, 'ADJ': 3, 'DET': 1, 'ADP': 2}","['PROPN', 'PUNCT', 'CCONJ', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'NUM']",Long,High,Low
621,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Noncritical (n = 15): students who accessed a relatively large number of documents but were not critical about the credibility of the ones they chose to read or cite; 3,30,13,"{'NOUN': 6, 'PUNCT': 3, 'CCONJ': 3, 'SYM': 1, 'NUM': 2, 'PRON': 2, 'VERB': 4, 'DET': 3, 'ADV': 1, 'ADJ': 2, 'ADP': 3, 'AUX': 1, 'PART': 2}","['NOUN', 'PUNCT', 'CCONJ', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'PRON', 'VERB', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'AUX', 'PART', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'NUM']",Long,High,Low
622,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Casebuilder (n = 30): students who mainly read and cited documents with a view that supported their own preexisting positions on the,22,9,"{'PROPN': 1, 'PUNCT': 2, 'CCONJ': 2, 'SYM': 1, 'NUM': 1, 'NOUN': 5, 'PRON': 4, 'ADV': 1, 'VERB': 3, 'ADP': 2, 'DET': 1, 'ADJ': 1}","['PROPN', 'PUNCT', 'CCONJ', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'PRON', 'ADV', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PRON']",Long,High,Low
623,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,500 Written Communication 40(2) topic but were not highly evaluative of the credibility of the docu- ments they chose; and 4,21,9,"{'NUM': 2, 'VERB': 2, 'PROPN': 1, 'ADJ': 3, 'PUNCT': 2, 'NOUN': 3, 'CCONJ': 2, 'AUX': 1, 'PART': 1, 'ADV': 1, 'ADP': 2, 'DET': 2, 'PRON': 1}","['NUM', 'VERB', 'PROPN', 'ADJ', 'PUNCT', 'NOUN', 'CCONJ', 'AUX', 'PART', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'NUM']",Long,High,Low
624,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Critical-Analytics (n = 36): students who chose credible sources repre- senting alternative views and cited those opposing views in their essays,21,5,"{'PROPN': 2, 'PUNCT': 3, 'CCONJ': 2, 'SYM': 1, 'NUM': 1, 'NOUN': 5, 'PRON': 2, 'VERB': 5, 'ADJ': 2, 'DET': 1, 'ADP': 1}","['PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'PRON', 'NOUN']",Long,High,Low
625,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"These profiles predicted the quality of the final written argumentation stu-dents produced, as assessed by the rubric in Table 3, with the disengaged students scoring lower than the other groups",30,13,"{'DET': 6, 'NOUN': 8, 'VERB': 5, 'ADP': 5, 'ADJ': 4, 'PROPN': 1, 'PUNCT': 3, 'SCONJ': 1, 'NUM': 1}","['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN']",Long,High,Medium
626,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,These profiles corresponded to the theoretically defined stances toward MSU tasks described by List and Alexander (2017),17,6,"{'DET': 2, 'NOUN': 3, 'VERB': 3, 'ADP': 3, 'ADV': 1, 'PROPN': 3, 'CCONJ': 1, 'PUNCT': 2, 'NUM': 1}","['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'ADV', 'VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'NUM', 'PUNCT']",Medium,High,Low
627,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"As those authors indicated, these profiles reflected not only students’ evaluations of the readings and integration of them into the written products but also their affective engagement with the MSU task (e.g., potential bias by their prior positions on the topic)",41,21,"{'SCONJ': 1, 'DET': 6, 'NOUN': 13, 'VERB': 3, 'PUNCT': 5, 'PART': 1, 'ADV': 3, 'ADP': 6, 'CCONJ': 2, 'PRON': 3, 'PROPN': 1, 'ADJ': 2}","['SCONJ', 'DET', 'NOUN', 'VERB', 'PUNCT', 'DET', 'NOUN', 'VERB', 'PART', 'ADV', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'VERB', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",Long,High,Medium
628,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"As this cluster analysis revealed, only about one-third of the students who completed the MSU task demonstrated a critical-analytic stance, meaning they were able to critically evaluate the credibility of the documents and to consider both sides of the arguments",40,22,"{'SCONJ': 1, 'DET': 8, 'NOUN': 10, 'VERB': 6, 'PUNCT': 4, 'ADV': 3, 'NUM': 1, 'ADP': 3, 'PRON': 2, 'PROPN': 1, 'ADJ': 3, 'AUX': 1, 'PART': 2, 'CCONJ': 1}","['SCONJ', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'ADV', 'ADV', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'AUX', 'ADJ', 'PART', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']",Long,High,Medium
629,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"A majority of the students (about 65%) manifested limited levels of critical evaluation of sources in building their arguments, either biased by their prior stances on the issue (the casebuilders) or limited by their ability or willingness to discern reliable from unreliable documents (the noncritical and the disengaged)",48,23,"{'DET': 6, 'NOUN': 15, 'ADP': 8, 'PUNCT': 7, 'ADV': 1, 'NUM': 1, 'VERB': 5, 'ADJ': 5, 'PRON': 3, 'CCONJ': 4, 'PART': 1}","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'PRON', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']",Long,High,Low
630,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Such outcomes again sup-port the contention that these undergraduates may have been operating from a misconception as to the intent of the MSU task and what constitutes an argumentative essay,30,18,"{'ADJ': 2, 'NOUN': 9, 'ADV': 1, 'PUNCT': 1, 'DET': 6, 'SCONJ': 1, 'AUX': 3, 'VERB': 2, 'ADP': 4, 'PROPN': 1, 'CCONJ': 1, 'PRON': 1}","['ADJ', 'NOUN', 'ADV', 'NOUN', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'AUX', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN']",Long,High,Medium
631,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"With the goal to further characterize the ways in which different profiles of students processed the contents of the documents, we analyzed the sum-mary notes they prepared for their selected sources, as well as their use of those notes in their essays",42,24,"{'ADP': 8, 'DET': 6, 'NOUN': 13, 'PART': 1, 'ADV': 3, 'VERB': 5, 'PRON': 6, 'ADJ': 1, 'PUNCT': 3}","['ADP', 'DET', 'NOUN', 'PART', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'ADP', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN']",Long,High,Low
632,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Specifically, we randomly selected 10 cases from each cluster and coded those students’ summary notes for the presence of several key components on a binary basis (i.e., 1 = present, 0 = not present)",34,12,"{'ADV': 2, 'PUNCT': 6, 'PRON': 1, 'VERB': 3, 'NUM': 2, 'NOUN': 8, 'ADP': 4, 'DET': 4, 'CCONJ': 1, 'ADJ': 5, 'X': 2, 'AUX': 1, 'PART': 1}","['ADV', 'PUNCT', 'PRON', 'ADV', 'VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'NUM', 'VERB', 'ADJ', 'PUNCT', 'X', 'AUX', 'PART', 'ADJ', 'PUNCT']",Long,High,Low
633,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"These components included ••meta-information about the documents (e.g., authors and genre type); ••general claims presented in those readings; ••specific evidence substantiating those claims; ••whether the information students noted was consistent or conflicting with their pre-existing positions on the topic; ••whether their notes were copied verbatim from the readings, para-phrased, or substantially transformed by the students (e.g., synthesiz-ing information within and between documents); and ••whether they included any evaluative comments about the information that they included in the summary.",78,33,"{'DET': 11, 'NOUN': 24, 'VERB': 14, 'PUNCT': 17, 'ADP': 10, 'ADV': 4, 'CCONJ': 5, 'ADJ': 7, 'AUX': 2, 'PRON': 5, 'X': 1}","['DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'AUX', 'ADJ', 'CCONJ', 'VERB', 'ADP', 'PRON', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'X', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",Long,High,Low
634,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"501 For the argumentative essays written by those selected students, we documented ••the numbers of higher- and lower-credibility sources cited; ••the number of cited documents that supported and contradicted stu-dents’ positions on the topic; ••whether a document was cited with elaboration or merely mentioned without any reference to its details; ••whether students drew on specific evidence or data described in the doc-uments as support of their own arguments and as counterevidence; ••whether students referred to source information of the documents they cited; and ••whether students provided any critiques of the document content in the essays",95,40,"{'NUM': 1, 'ADP': 16, 'DET': 13, 'ADJ': 6, 'NOUN': 30, 'VERB': 16, 'PUNCT': 10, 'PRON': 5, 'CCONJ': 6, 'AUX': 1, 'ADV': 1, 'SYM': 1, 'PROPN': 1, 'PART': 1}","['NUM', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'SYM', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']",Long,High,Low
635,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,These follow-up descriptive analyses afforded more insights into the degree of critical analysis and synthesis of multiple documents that each profile exhibited,22,10,"{'DET': 3, 'VERB': 3, 'PUNCT': 1, 'ADP': 4, 'ADJ': 4, 'NOUN': 7, 'CCONJ': 1, 'PRON': 1}","['DET', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PRON', 'DET', 'NOUN', 'VERB']",Long,High,Low
636,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"For instance, the disengaged students’ summary notes focused on the major claims or stated positions of the authors without refer - ring to the evidence authors used to substantiate their claims or positions",33,14,"{'ADP': 5, 'NOUN': 13, 'PUNCT': 3, 'DET': 4, 'VERB': 5, 'ADJ': 1, 'CCONJ': 2, 'PART': 1, 'PRON': 1}","['ADP', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'CCONJ', 'NOUN']",Long,High,Low
637,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Further, these disengaged students’ argumentative essays consisted largely of personal opinions or experiences not connected to the documents they read",20,8,"{'ADV': 2, 'PUNCT': 2, 'DET': 2, 'VERB': 4, 'NOUN': 5, 'ADJ': 2, 'ADP': 2, 'CCONJ': 1, 'PART': 1, 'PRON': 1}","['ADV', 'PUNCT', 'DET', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB']",Long,High,Low
638,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,Only the non-critical students failed to consider source credibility or critically analyze the content of the documents they selected,19,8,"{'ADV': 2, 'DET': 3, 'ADJ': 3, 'NOUN': 5, 'VERB': 4, 'PART': 1, 'CCONJ': 1, 'ADP': 1, 'PRON': 1}","['ADV', 'DET', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB']",Medium,High,Low
639,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"In their sum-mary notes, these students mainly recorded general claims and the support-ing evidence without evaluating the credibility of the source or its content",24,11,"{'ADP': 3, 'PRON': 2, 'NOUN': 10, 'PUNCT': 3, 'DET': 4, 'ADV': 1, 'VERB': 3, 'ADJ': 1, 'CCONJ': 2}","['ADP', 'PRON', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'NOUN']",Long,High,Low
640,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Consequently, in their argumentative essays, they tended to incorporate low-credibility information as support for their arguments and include unsubstantiated or weak conclusions",22,9,"{'ADV': 1, 'PUNCT': 3, 'ADP': 3, 'PRON': 3, 'ADJ': 4, 'NOUN': 6, 'VERB': 3, 'PART': 1, 'CCONJ': 2}","['ADV', 'PUNCT', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']",Long,High,Low
641,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"In contrast to the disengaged and the non-critical students, casebuilders tended to record relatively detailed information on the specific evidence pre-sented in the readings",24,10,"{'ADP': 4, 'NOUN': 7, 'DET': 4, 'CCONJ': 1, 'ADJ': 6, 'PUNCT': 1, 'VERB': 4, 'PART': 1, 'ADV': 1}","['ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN']",Long,High,Low
642,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Interestingly, as they read the documents with similar positions as their own, these students often copied segments of the sources verbatim",21,11,"{'ADV': 2, 'PUNCT': 2, 'SCONJ': 1, 'PRON': 2, 'VERB': 2, 'DET': 3, 'NOUN': 5, 'ADP': 3, 'ADJ': 3}","['ADV', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PRON', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ']",Long,High,Medium
643,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"By having this verbatim content in their journals, these students were able to cite specific evidence to support their claims in the argumentative essays",24,11,"{'ADP': 3, 'VERB': 3, 'DET': 3, 'ADJ': 4, 'NOUN': 6, 'PRON': 2, 'PUNCT': 1, 'AUX': 1, 'PART': 2}","['ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'PART', 'VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN']",Long,High,Low
644,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Not surprisingly, however, they failed to address counterarguments or counterevidence sufficiently, even when these counterpoints were recorded in their journals",20,11,"{'PART': 2, 'ADV': 4, 'PUNCT': 3, 'PRON': 2, 'VERB': 3, 'NOUN': 4, 'CCONJ': 1, 'SCONJ': 1, 'DET': 1, 'AUX': 1, 'ADP': 1}","['PART', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN']",Long,High,Medium
645,Confronting the Challenges of Undergraduates’ Argumentation Writing in a “Learning How to Learn” Course,"Finally, the students who populated the critical-analytic cluster appeared to engage more deeply with their selected readings",17,7,"{'ADV': 3, 'PUNCT': 2, 'DET': 2, 'NOUN': 3, 'PRON': 2, 'VERB': 4, 'ADJ': 2, 'PART': 1, 'ADP': 1}","['ADV', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADV', 'ADP', 'PRON', 'VERB', 'NOUN']",Medium,High,Low
